100000,1000,2,0.0562000000,0.0438300000,0.1000300000,0.0541400000,0.0000000000,0.0541400000,0.0327600000,0.0134100000,0.0135000000,0.0000000000,0.0131000000,0.0000000000 
100000,1000,3,0.0562000000,0.0534000000,0.1096000000,0.0542600000,0.0000000000,0.0542600000,0.0424900000,0.0142100000,0.0143600000,0.0000000000,0.0135100000,0.0000000000 
100000,1000,4,0.0563700000,0.0590800000,0.1154500000,0.0539600000,0.0000000000,0.0539600000,0.0558400000,0.0147500000,0.0158500000,0.0000000000,0.0140200000,0.0000000000 
100000,1000,5,0.0555700000,0.0639600000,0.1195300000,0.0531100000,0.0000000000,0.0531100000,0.0647400000,0.0153900000,0.0168200000,0.0000000000,0.0148800000,0.0000000000 
100000,1000,6,0.0552800000,0.0681100000,0.1233900000,0.0524200000,0.0000000000,0.0524200000,0.0786700000,0.0170800000,0.0175900000,0.0000000000,0.0147300000,0.0000000000 
100000,1000,7,0.0553700000,0.0730700000,0.1284400000,0.0531500000,0.0000000000,0.0531500000,0.0902800000,0.0183100000,0.0186100000,0.0000000000,0.0158100000,0.0000000000 
100000,1000,8,0.0566700000,0.0805000000,0.1371700000,0.0538800000,0.0000000000,0.0538800000,0.1049700000,0.0175600000,0.0198600000,0.0000000000,0.0163400000,0.0000000000 
100000,1000,9,0.0565400000,0.0854500000,0.1419900000,0.0540100000,0.0000000000,0.0540100000,0.1156800000,0.0191900000,0.0213600000,0.0000000000,0.0168100000,0.0000000000 
100000,1000,10,0.0569100000,0.0865200000,0.1434300000,0.0539600000,0.0000000000,0.0539600000,0.1328200000,0.0193900000,0.0232900000,0.0000000000,0.0176900000,0.0000000000 
100000,1000,20,0.0567300000,0.1070400000,0.1637700000,0.0544800000,0.0000000000,0.0544800000,0.2846100000,0.0264100000,0.0318700000,0.0000000000,0.0229600000,0.0000000000 
100000,1000,30,0.0571000000,0.1181900000,0.1752900000,0.0546000000,0.0000000000,0.0546000000,0.4512600000,0.0329500000,0.0399700000,0.0000000000,0.0277400000,0.0000000000 
100000,1000,40,0.0574500000,0.1298800000,0.1873300000,0.0547800000,0.0000000000,0.0547800000,0.6085800000,0.0397000000,0.0496300000,0.0000000000,0.0318600000,0.0000000000 
100000,1000,50,0.0574100000,0.1398900000,0.1973000000,0.0549800000,0.0000000000,0.0549800000,0.7757400000,0.0500700000,0.0556800000,0.0000000000,0.0357000000,0.0000000000 
100000,1000,60,0.0576900000,0.1490800000,0.2067700000,0.0545500000,0.0000000000,0.0545500000,0.9590500000,0.0531500000,0.0656800000,0.0000000000,0.0395400000,0.0000000000 
100000,1000,70,0.0578400000,0.1567900000,0.2146300000,0.0549600000,0.0000000000,0.0549600000,1.1478400000,0.0612000000,0.0721100000,0.0000000000,0.0448000000,0.0000000000 
100000,1000,80,0.0577100000,0.1647800000,0.2224900000,0.0549000000,0.0000000000,0.0549000000,1.2952000000,0.0665600000,0.0828100000,0.0000000000,0.0461900000,0.0000000000 
100000,1000,90,0.0578300000,0.1738900000,0.2317200000,0.0547900000,0.0000000000,0.0547900000,1.4696500000,0.0747200000,0.0907400000,0.0000000000,0.0516000000,0.0000000000 
100000,1000,100,0.0575000000,0.1800900000,0.2375900000,0.0550400000,0.0000000000,0.0550400000,1.6515400000,0.0808500000,0.1003300000,0.0000000000,0.0559100000,0.0000000000 
100000,1000,200,0.0572800000,0.2475700000,0.3048500000,0.0544000000,0.0000000000,0.0544000000,-1.0000000000,0.1453200000,0.1903400000,0.0000000000,0.1075600000,0.0000000000 
100000,1000,300,0.0577500000,0.2975000000,0.3552500000,0.0544800000,0.0000000000,0.0544800000,-1.0000000000,0.2095900000,0.2753400000,0.0000000000,0.1373500000,0.0000000000 
100000,1000,400,0.0575100000,0.3478400000,0.4053500000,0.0545100000,0.0000000000,0.0545100000,-1.0000000000,0.2752500000,0.3587700000,0.0000000000,0.1775900000,0.0000000000 
100000,1000,500,0.0572200000,0.4022100000,0.4594300000,0.0544000000,0.0000000000,0.0544000000,-1.0000000000,0.3400900000,0.4426100000,0.0000000000,0.2159200000,0.0000000000 
100000,1000,600,0.0564200000,0.4491500000,0.5055700000,0.0542700000,0.0000000000,0.0542700000,-1.0000000000,0.4028800000,0.5160500000,0.0000000000,0.2580700000,0.0000000000 
100000,1000,700,0.0565400000,0.4996500000,0.5561900000,0.0540000000,0.0000000000,0.0540000000,-1.0000000000,0.4676100000,0.5981500000,0.0000000000,0.2958200000,0.0000000000 
100000,1000,800,0.0571400000,0.5524400000,0.6095800000,0.0537600000,0.0000000000,0.0537600000,-1.0000000000,0.5287200000,0.6799000000,0.0000000000,0.3358500000,0.0000000000 
100000,1000,900,0.0571400000,0.6066600000,0.6638000000,0.0545100000,0.0000000000,0.0545100000,-1.0000000000,0.5908500000,0.7629500000,0.0000000000,0.3777100000,0.0000000000 
100000,1000,1000,0.0572000000,0.6588000000,0.7160000000,0.0549500000,0.0000000000,0.0549500000,-1.0000000000,0.6563900000,0.8421800000,0.0000000000,0.4171100000,0.0000000000 
the time to complete the all processing: 60348.5600000000
