10,10,0.0000000000,0.0000000000,0.0001300000,0.0000000000,0.0000000000,0.0001300000,0.0000130000,0.0000100000,0.0000000000,0.0000000000,0.0000100000,0.0000010000 
10,100,0.0000000000,0.0000000000,0.0001000000,0.0000000000,0.0000000000,0.0001000000,0.0000100000,0.0001800000,0.0000200000,0.0000020000,0.0002000000,0.0000380000 
10,1000,0.0000000000,0.0000000000,0.0001300000,0.0000100000,0.0000010000,0.0001400000,0.0000230000,0.0001500000,0.0000300000,0.0000030000,0.0001800000,0.0000450000 
10,10000,0.0000000000,0.0000000000,0.0001300000,0.0000100000,0.0000010000,0.0001400000,0.0000230000,0.0005700000,0.0000100000,0.0000010000,0.0005800000,0.0000670000 
20,10,0.0000000000,0.0000000000,0.0001500000,0.0000000000,0.0000000000,0.0001500000,0.0000075000,0.0000200000,0.0000100000,0.0000005000,0.0000300000,0.0000110000 
20,100,0.0000000000,0.0000000000,0.0001600000,0.0000000000,0.0000000000,0.0001600000,0.0000080000,0.0002800000,0.0000200000,0.0000010000,0.0003000000,0.0000340000 
20,1000,0.0000000000,0.0000000000,0.0000600000,0.0000100000,0.0000005000,0.0000700000,0.0000130000,0.0003500000,0.0000300000,0.0000015000,0.0003800000,0.0000475000 
20,10000,0.0000000000,0.0000000000,0.0001400000,0.0000300000,0.0000015000,0.0001700000,0.0000370000,0.0012300000,0.0000300000,0.0000015000,0.0012600000,0.0000915000 
50,10,0.0000000000,0.0000000000,0.0001600000,0.0000300000,0.0000006000,0.0001900000,0.0000332000,0.0000100000,0.0000000000,0.0000000000,0.0000100000,0.0000002000 
50,100,0.0000200000,0.0000004000,0.0001000000,0.0000200000,0.0000004000,0.0001200000,0.0000220000,0.0005800000,0.0000800000,0.0000016000,0.0006600000,0.0000916000 
50,1000,0.0000100000,0.0000002000,0.0001800000,0.0000200000,0.0000004000,0.0002000000,0.0000236000,0.0005400000,0.0000600000,0.0000012000,0.0006000000,0.0000708000 
50,10000,0.0000000000,0.0000000000,0.0001900000,0.0000400000,0.0000008000,0.0002300000,0.0000438000,0.0025000000,0.0001000000,0.0000020000,0.0026000000,0.0001500000 
100,10,0.0000200000,0.0000002000,0.0001100000,0.0000400000,0.0000004000,0.0001500000,0.0000411000,0.0000100000,0.0000700000,0.0000007000,0.0000800000,0.0000701000 
100,100,0.0000100000,0.0000001000,0.0002400000,0.0000500000,0.0000005000,0.0002900000,0.0000524000,0.0006600000,0.0001600000,0.0000016000,0.0008200000,0.0001666000 
100,1000,0.0000100000,0.0000001000,0.0002400000,0.0000700000,0.0000007000,0.0003100000,0.0000724000,0.0007500000,0.0001400000,0.0000014000,0.0008900000,0.0001475000 
100,10000,0.0000100000,0.0000001000,0.0001800000,0.0000600000,0.0000006000,0.0002400000,0.0000618000,0.0042600000,0.0002100000,0.0000021000,0.0044700000,0.0002526000 
200,10,0.0000100000,0.0000000500,0.0001900000,0.0000700000,0.0000003500,0.0002600000,0.0000709500,0.0000200000,0.0000900000,0.0000004500,0.0001100000,0.0000901000 
200,100,0.0000300000,0.0000001500,0.0002500000,0.0001900000,0.0000009500,0.0004400000,0.0001912500,0.0007000000,0.0003500000,0.0000017500,0.0010500000,0.0003535000 
200,1000,0.0000400000,0.0000002000,0.0002700000,0.0001400000,0.0000007000,0.0004100000,0.0001413500,0.0010800000,0.0003100000,0.0000015500,0.0013900000,0.0003154000 
200,10000,0.0000300000,0.0000001500,0.0003700000,0.0001500000,0.0000007500,0.0005200000,0.0001518500,0.0065000000,0.0004800000,0.0000024000,0.0069800000,0.0005125000 
500,10,0.0000900000,0.0000001800,0.0001300000,0.0002300000,0.0000004600,0.0003600000,0.0002302600,0.0001300000,0.0003200000,0.0000006400,0.0004500000,0.0003202600 
500,100,0.0000700000,0.0000001400,0.0003500000,0.0002900000,0.0000005800,0.0006400000,0.0002907000,0.0011100000,0.0008400000,0.0000016800,0.0019500000,0.0008422200 
500,1000,0.0000500000,0.0000001000,0.0005100000,0.0003700000,0.0000007400,0.0008800000,0.0003710200,0.0013900000,0.0009000000,0.0000018000,0.0022900000,0.0009027800 
500,10000,0.0000600000,0.0000001200,0.0005800000,0.0004500000,0.0000009000,0.0010300000,0.0004511600,0.0119700000,0.0015600000,0.0000031200,0.0135300000,0.0015839400 
1000,10,0.0001100000,0.0000001100,0.0003300000,0.0005600000,0.0000005600,0.0008900000,0.0005603300,0.0001800000,0.0004800000,0.0000004800,0.0006600000,0.0004801800 
1000,100,0.0000500000,0.0000000500,0.0005500000,0.0007900000,0.0000007900,0.0013400000,0.0007905500,0.0013000000,0.0016500000,0.0000016500,0.0029500000,0.0016513000 
1000,1000,0.0001300000,0.0000001300,0.0010300000,0.0010300000,0.0000010300,0.0020600000,0.0010310300,0.0016000000,0.0018700000,0.0000018700,0.0034700000,0.0018716000 
1000,10000,0.0001300000,0.0000001300,0.0015500000,0.0011300000,0.0000011300,0.0026800000,0.0011315500,0.0197300000,0.0028300000,0.0000028300,0.0225600000,0.0028497300 
2000,10,0.0003000000,0.0000001500,0.0004000000,0.0010200000,0.0000005100,0.0014200000,0.0010202000,0.0003700000,0.0012500000,0.0000006250,0.0016200000,0.0012501850 
2000,100,0.0002300000,0.0000001150,0.0008800000,0.0016000000,0.0000008000,0.0024800000,0.0016004400,0.0019000000,0.0038600000,0.0000019300,0.0057600000,0.0038609500 
2000,1000,0.0002400000,0.0000001200,0.0017100000,0.0022100000,0.0000011050,0.0039200000,0.0022108550,0.0024800000,0.0036000000,0.0000018000,0.0060800000,0.0036012400 
2000,10000,0.0002300000,0.0000001150,0.0029500000,0.0026400000,0.0000013200,0.0055900000,0.0026414750,0.0316200000,0.0058900000,0.0000029450,0.0375100000,0.0059058100 
5000,10,0.0004600000,0.0000000920,0.0009700000,0.0027200000,0.0000005440,0.0036900000,0.0027201940,0.0011000000,0.0027900000,0.0000005580,0.0038900000,0.0027902200 
5000,100,0.0007200000,0.0000001440,0.0018900000,0.0039600000,0.0000007920,0.0058500000,0.0039603780,0.0032700000,0.0091000000,0.0000018200,0.0123700000,0.0091006540 
5000,1000,0.0005200000,0.0000001040,0.0038200000,0.0057200000,0.0000011440,0.0095400000,0.0057207640,0.0036200000,0.0096400000,0.0000019280,0.0132600000,0.0096407240 
5000,10000,0.0006400000,0.0000001280,0.0078100000,0.0076700000,0.0000015340,0.0154800000,0.0076715620,0.0503800000,0.0159300000,0.0000031860,0.0663100000,0.0159400760 
10000,10,0.0011500000,0.0000001150,0.0018100000,0.0048900000,0.0000004890,0.0067000000,0.0048901810,0.0020700000,0.0059600000,0.0000005960,0.0080300000,0.0059602070 
10000,100,0.0012000000,0.0000001200,0.0031500000,0.0079700000,0.0000007970,0.0111200000,0.0079703150,0.0053400000,0.0185500000,0.0000018550,0.0238900000,0.0185505340 
10000,1000,0.0010100000,0.0000001010,0.0064100000,0.0118900000,0.0000011890,0.0183000000,0.0118906410,0.0059300000,0.0197500000,0.0000019750,0.0256800000,0.0197505930 
10000,10000,0.0011900000,0.0000001190,0.0200500000,0.0177800000,0.0000017780,0.0378300000,0.0177820050,0.0611200000,0.0336600000,0.0000033660,0.0947800000,0.0336661120 
20000,10,0.0025300000,0.0000001265,0.0032400000,0.0095800000,0.0000004790,0.0128200000,0.0095801620,0.0040100000,0.0118700000,0.0000005935,0.0158800000,0.0118702005 
20000,100,0.0020000000,0.0000001000,0.0065300000,0.0167200000,0.0000008360,0.0232500000,0.0167203265,0.0113300000,0.0423400000,0.0000021170,0.0536700000,0.0423405665 
20000,1000,0.0023200000,0.0000001160,0.0119000000,0.0249400000,0.0000012470,0.0368400000,0.0249405950,0.0112900000,0.0425700000,0.0000021285,0.0538600000,0.0425705645 
20000,10000,0.0024100000,0.0000001205,0.0571100000,0.0389800000,0.0000019490,0.0960900000,0.0389828555,0.0724400000,0.0733200000,0.0000036660,0.1457600000,0.0733236220 
50000,10,0.0060400000,0.0000001208,0.0088900000,0.0266500000,0.0000005330,0.0355400000,0.0266501778,0.0103900000,0.0294800000,0.0000005896,0.0398700000,0.0294802078 
50000,100,0.0059000000,0.0000001180,0.0140600000,0.0427400000,0.0000008548,0.0568000000,0.0427402812,0.0264800000,0.1062600000,0.0000021252,0.1327400000,0.1062605296 
50000,1000,0.0061900000,0.0000001238,0.0274900000,0.0650600000,0.0000013012,0.0925500000,0.0650605498,0.0278300000,0.1105600000,0.0000022112,0.1383900000,0.1105605566 
50000,10000,0.0057400000,0.0000001148,0.1295200000,0.1002600000,0.0000020052,0.2297800000,0.1002625904,0.0998300000,0.1872600000,0.0000037452,0.2870900000,0.1872619966 
100000,10,0.0111400000,0.0000001114,0.0171000000,0.0539000000,0.0000005390,0.0710000000,0.0539001710,0.0216800000,0.0594400000,0.0000005944,0.0811200000,0.0594402168 
100000,100,0.0118700000,0.0000001187,0.0280900000,0.0897000000,0.0000008970,0.1177900000,0.0897002809,0.0507900000,0.2155600000,0.0000021556,0.2663500000,0.2155605079 
100000,1000,0.0113600000,0.0000001136,0.0546100000,0.1362900000,0.0000013629,0.1909000000,0.1362905461,0.0522600000,0.2255800000,0.0000022558,0.2778400000,0.2255805226 
100000,10000,0.0119200000,0.0000001192,0.2535800000,0.2113700000,0.0000021137,0.4649500000,0.2113725358,0.1459900000,0.3850200000,0.0000038502,0.5310100000,0.3850214599 
200000,10,0.0240100000,0.0000001200,0.0347900000,0.1096200000,0.0000005481,0.1444100000,0.1096201739,0.0450500000,0.1203200000,0.0000006016,0.1653700000,0.1203202252 
200000,100,0.0229500000,0.0000001148,0.0560200000,0.1838200000,0.0000009191,0.2398400000,0.1838202801,0.1009500000,0.4443700000,0.0000022218,0.5453200000,0.4443705048 
200000,1000,0.0229900000,0.0000001149,0.1093400000,0.2860800000,0.0000014304,0.3954200000,0.2860805467,0.0999900000,0.4630000000,0.0000023150,0.5629900000,0.4630005000 
200000,10000,0.0237100000,0.0000001185,0.5010900000,0.4429900000,0.0000022149,0.9440800000,0.4429925055,0.2251900000,0.7872800000,0.0000039364,1.0124700000,0.7872811259 
500000,10,0.0582600000,0.0000001165,0.0767800000,0.2852300000,0.0000005705,0.3620100000,0.2852301536,0.1124900000,0.3011700000,0.0000006023,0.4136600000,0.3011702250 
500000,100,0.0581800000,0.0000001164,0.1652500000,0.5069200000,0.0000010138,0.6721700000,0.5069203305,0.2497000000,1.1291600000,0.0000022583,1.3788600000,1.1291604994 
500000,1000,0.0572600000,0.0000001145,0.2502800000,0.7471000000,0.0000014942,0.9973800000,0.7471005006,0.2446600000,1.1753400000,0.0000023507,1.4200000000,1.1753404893 
500000,10000,0.0576500000,0.0000001153,1.1807700000,1.1393400000,0.0000022787,2.3201100000,1.1393423615,0.4518400000,2.0032500000,0.0000040065,2.4550900000,2.0032509037 
1000000,10,0.1149900000,0.0000001150,0.1516600000,0.5646300000,0.0000005646,0.7162900000,0.5646301517,0.2324800000,0.6023300000,0.0000006023,0.8348100000,0.6023302325 
